ID	Verbo	Valencia
86712	valer	NA
23140	valer	NA
98618	valer	NA
62402	valer	NA
27049	valer	NA
61538	valer	NA
26138	valer	NA
14182	valer	NA
36663	valer	NA
85278	valer	NA
39589	valer	NA
43862	valer	NA
15450	valer	NA
21737	valer	NA
2734	valer	NA
17173	valer	NA
56527	valer	NA
20459	valer	NA
11400	valer	NA
2938	valer	NA
9558	valer	NA
12651	valer	NA
84145	valer	NA
24211	valer	NA
49192	valer	NA
74403	valer	NA
6012	valer	NA
34385	valer	NA
1665	valer	NA
53299	valer	NA
92714	valer	NA
42958	valer	NA
20266	valer	NA
76151	valer	NA
12031	valer	NA
88806	valer	NA
20712	valer	NA
15149	valer	NA
48865	valer	NA
14711	valer	NA
19140	valer	NA
77688	valer	NA
56433	valer	NA
7189	valer	NA
66070	valer	NA
24882	valer	NA
34065	valer	NA
78448	valer	NA
80328	valer	NA
49975	valer	NA
62252	valer	NA
19786	valer	NA
18338	valer	NA
62046	valer	NA
69624	valer	NA
33255	valer	NA
74656	valer	NA
59751	valer	NA
77838	valer	NA
87435	valer	NA
47627	valer	NA
5079	valer	NA
37213	valer	NA
46169	valer	NA
97085	valer	NA
61387	valer	NA
34966	valer	NA
52731	valer	NA
74228	valer	NA
14404	valer	NA
5641	valer	NA
41108	valer	NA
73516	valer	NA
42558	valer	NA
27457	valer	NA
71294	valer	NA
26727	valer	NA
76085	valer	NA
1579	valer	NA
91111	valer	NA
22602	valer	NA
75700	valer	NA
59037	valer	NA
92922	valer	NA
66242	valer	NA
89968	valer	NA
74930	valer	NA
56032	valer	NA
29784	valer	NA
21046	valer	NA
12646	valer	NA
70923	valer	NA
2132	valer	NA
32728	valer	NA
12428	valer	NA
81827	valer	NA
60991	valer	NA
41302	valer	NA
35852	valer	NA
54607	valer	NA
15770	valer	NA
15950	valer	NA
29079	valer	NA
18023	valer	NA
13114	valer	NA
95101	valer	NA
42644	valer	NA
8391	valer	NA
29147	valer	NA
60532	valer	NA
57746	valer	NA
11191	valer	NA
26273	valer	NA
56751	valer	NA
4084	valer	NA
4087	valer	NA
15198	valer	NA
96610	valer	NA
49067	valer	NA
42441	valer	NA
55602	valer	NA
93790	valer	NA
64622	valer	NA
97353	valer	NA
73216	valer	NA
6384	valer	NA
48276	valer	NA
47545	ver	NA
1952	ver	NA
81775	ver	NA
52210	ver	NA
71042	ver	NA
11538	ver	NA
72070	ver	NA
16760	ver	NA
47727	ver	NA
27874	ver	NA
68232	ver	NA
13047	ver	NA
28419	ver	NA
55141	ver	NA
91978	ver	NA
17614	ver	NA
56760	ver	NA
68587	ver	NA
32040	ver	NA
73665	ver	NA
27396	ver	NA
79763	ver	NA
70038	ver	NA
62003	ver	NA
92220	ver	NA
12105	ver	NA
22383	ver	NA
34101	ver	NA
66764	ver	NA
88214	ver	NA
95195	ver	NA
4476	ver	NA
20359	ver	NA
22818	ver	NA
12823	ver	NA
98428	ver	NA
36297	ver	NA
61944	ver	NA
87678	ver	NA
81110	ver	NA
98571	ver	NA
92922	ver	NA
94439	ver	NA
33898	ver	NA
11923	ver	NA
23736	ver	NA
13265	ver	NA
68879	ver	NA
7480	ver	NA
77642	ver	NA
94517	ver	NA
62316	ver	NA
680	ver	NA
67030	ver	NA
24182	ver	NA
99877	ver	NA
94962	ver	NA
11734	ver	NA
26981	ver	NA
56540	ver	NA
30576	ver	NA
56590	ver	NA
84098	ver	NA
62597	ver	NA
88261	ver	NA
62144	ver	NA
11937	ver	NA
31312	ver	NA
87348	ver	NA
45151	ver	NA
17752	ver	NA
59557	ver	NA
83977	ver	NA
41482	ver	NA
51345	ver	NA
35283	ver	NA
10121	ver	NA
70979	ver	NA
39092	ver	NA
77906	ver	NA
42295	ver	NA
79317	ver	NA
30395	ver	NA
68992	ver	NA
96782	ver	NA
29027	ver	NA
15292	ver	NA
72527	ver	NA
46659	ver	NA
13614	ver	NA
98106	ver	NA
50653	ver	NA
86400	ver	NA
30663	ver	NA
88892	ver	NA
76455	ver	NA
54174	ver	NA
34506	ver	NA
36587	ver	NA
97824	ver	NA
28886	ver	NA
33716	ver	NA
94087	ver	NA
81802	ver	NA
57686	ver	NA
18075	ver	NA
78463	ver	NA
58595	ver	NA
45632	ver	NA
65540	ver	NA
65101	ver	NA
66231	ver	NA
53582	ver	NA
37191	ver	NA
61368	ver	NA
79192	ver	NA
26143	ver	NA
98946	ver	NA
94348	ver	NA
49170	ver	NA
42868	ver	NA
1298	ver	NA
54732	ver	NA
29816	ver	NA
39961	ver	NA
26486	ver	NA
55228	ver	NA
67389	ver	NA
45877	ver	NA
65452	ver	NA
14218	ver	NA
28366	ver	NA
43973	ver	NA
36178	ver	NA
85559	ver	NA
60124	ver	NA
45888	ver	NA
67700	ver	NA
90116	ver	NA
15660	ver	NA
86621	ver	NA
41140	ver	NA
79848	ver	NA
25343	ver	NA
2045	ver	NA
97527	ver	NA
43069	ver	NA
52708	ver	NA
98746	ver	NA
8868	ver	NA
12465	volver	NA
89759	volver	NA
6489	volver	NA
81731	volver	NA
61423	volver	NA
49644	volver	NA
86109	volver	NA
38897	volver	NA
28451	volver	NA
6664	volver	NA
3796	volver	NA
66096	volver	NA
62548	volver	NA
2411	volver	NA
12366	volver	NA
91819	volver	NA
56381	volver	NA
18042	volver	NA
23391	volver	NA
2873	volver	NA
21557	volver	NA
43044	volver	NA
46892	volver	NA
70083	volver	NA
83472	volver	NA
36459	volver	NA
97593	volver	NA
69073	volver	NA
43707	volver	NA
26776	volver	NA
96456	volver	NA
62328	volver	NA
92284	volver	NA
9526	volver	NA
75319	volver	NA
72833	volver	NA
55086	volver	NA
76872	volver	NA
16900	volver	NA
60363	volver	NA
62181	volver	NA
88184	volver	NA
50326	volver	NA
10232	volver	NA
61598	volver	NA
63354	volver	NA
69368	volver	NA
10860	volver	NA
22764	volver	NA
94314	volver	NA
18775	volver	NA
50113	volver	NA
34680	volver	NA
90198	volver	NA
14463	volver	NA
69215	volver	NA
45698	volver	NA
51559	volver	NA
28753	volver	NA
3646	volver	NA
80043	volver	NA
9045	volver	NA
57388	volver	NA
52227	volver	NA
55314	volver	NA
51607	volver	NA
43502	volver	NA
24364	volver	NA
97812	volver	NA
28184	volver	NA
67050	volver	NA
79857	volver	NA
28826	volver	NA
45393	volver	NA
24103	volver	NA
37639	volver	NA
76385	volver	NA
65845	volver	NA
63217	volver	NA
98181	volver	NA
45262	volver	NA
93413	volver	NA
52920	volver	NA
37607	volver	NA
97088	volver	NA
76758	volver	NA
840	volver	NA
58699	volver	NA
43449	volver	NA
43533	volver	NA
97887	volver	NA
98705	volver	NA
72027	volver	NA
74498	volver	NA
93423	volver	NA
60094	volver	NA
68117	volver	NA
38485	volver	NA
13068	volver	NA
69862	volver	NA
5921	volver	NA
90160	volver	NA
30021	volver	NA
37145	volver	NA
14605	volver	NA
28535	volver	NA
33389	volver	NA
96943	volver	NA
58360	volver	NA
14322	volver	NA
62026	volver	NA
79996	volver	NA
31560	volver	NA
10242	volver	NA
74935	volver	NA
66261	volver	NA
72507	volver	NA
31519	volver	NA
40825	volver	NA
8292	volver	NA
73490	volver	NA
5869	volver	NA
18449	volver	NA
63730	volver	NA
29766	volver	NA
13230	volver	NA
35546	volver	NA
66321	volver	NA
71894	volver	NA
43893	volver	NA
68937	volver	NA
55272	volver	NA
6969	volver	NA
16333	volver	NA
54090	volver	NA
99201	volver	NA
57293	volver	NA
39368	volver	NA
82223	volver	NA
76929	volver	NA
99045	volver	NA
3136	volver	NA
23712	volver	NA
99624	volver	NA
82625	volver	NA
63950	volver	NA
12062	volver	NA
46035	volver	NA
78766	volver	NA
94026	volver	NA
62368	abrir	Nada
27169	abrir	Nada
8379	abrir	Nada
82011	abrir	Nada
18285	abrir	Nada
35545	abrir	Nada
66596	abrir	Nada
51397	abrir	Nada
74403	abrir	Nada
20921	abrir	Nada
44941	abrir	Nada
96779	abrir	Nada
76552	abrir	Nada
96106	abrir	Nada
76969	abrir	Nada
23502	abrir	Nada
77701	abrir	Nada
39730	abrir	Nada
35428	abrir	Nada
58507	abrir	Nada
42336	abrir	Nada
67304	abrir	Nada
89848	abrir	Nada
20044	abrir	Nada
71182	abrir	Nada
21841	abrir	Nada
57121	abrir	Nada
10808	abrir	Nada
95136	abrir	Nada
42058	abrir	Nada
312	abrir	Nada
13470	abrir	Nada
2421	abrir	Nada
37179	abrir	Nada
34924	abrir	Nada
48115	abrir	Nada
7589	abrir	Nada
30544	abrir	Nada
13120	abrir	Nada
93854	abrir	Nada
73619	abrir	Nada
49578	abrir	Nada
93078	abrir	Nada
87476	abrir	Nada
20351	abrir	Nada
32427	abrir	Nada
21814	abrir	Nada
81235	abrir	Nada
31609	abrir	Nada
38454	abrir	Nada
30495	acabar	Nada
52101	acabar	Nada
53470	acabar	Nada
78142	acabar	Nada
50236	acabar	Nada
41159	acercar	Nada
1904	acostar	Nada
7086	acostar	Nada
1442	acostar	Nada
4263	acostar	Nada
1742	acostar	Nada
13391	acostar	Nada
17258	acostar	Nada
17817	acostar	Nada
8561	acostar	Nada
8974	acostar	Nada
1849	acostar	Nada
14731	acostar	Nada
10628	acostar	Nada
10359	acostar	Nada
7269	acostar	Nada
12584	acostar	Nada
16658	acostar	Nada
7455	acostar	Nada
4499	acostar	Nada
9256	acostar	Nada
18104	acostar	Nada
15215	acostar	Nada
64961	acostumbrar	Nada
12273	acostumbrar	Nada
51696	acostumbrar	Nada
27647	acostumbrar	Nada
58061	acostumbrar	Nada
9896	acostumbrar	Nada
19716	acostumbrar	Nada
27943	acostumbrar	Nada
22091	acostumbrar	Nada
55284	acostumbrar	Nada
16780	acostumbrar	Nada
20500	acostumbrar	Nada
66150	acostumbrar	Nada
27777	acostumbrar	Nada
933	acostumbrar	Nada
1027	acostumbrar	Nada
26378	acostumbrar	Nada
55522	acostumbrar	Nada
4066	acostumbrar	Nada
28320	acostumbrar	Nada
61682	acostumbrar	Nada
77142	acostumbrar	Nada
23220	acostumbrar	Nada
47725	acostumbrar	Nada
21571	acostumbrar	Nada
57852	acostumbrar	Nada
30698	acostumbrar	Nada
65832	acostumbrar	Nada
55129	acostumbrar	Nada
53544	acostumbrar	Nada
46851	acostumbrar	Nada
10409	acostumbrar	Nada
25708	acostumbrar	Nada
14555	acostumbrar	Nada
16300	acostumbrar	Nada
8241	acostumbrar	Nada
64376	acostumbrar	Nada
26880	acostumbrar	Nada
74294	acostumbrar	Nada
21994	acostumbrar	Nada
64957	acostumbrar	Nada
34147	acostumbrar	Nada
45231	acostumbrar	Nada
37750	acostumbrar	Nada
28504	acostumbrar	Nada
8118	acostumbrar	Nada
40199	acostumbrar	Nada
71440	acostumbrar	Nada
12586	acostumbrar	Nada
70443	acostumbrar	Nada
14894	acostumbrar	Nada
13278	acostumbrar	Nada
77710	acostumbrar	Nada
79517	acostumbrar	Nada
18921	acostumbrar	Nada
49934	acostumbrar	Nada
48087	acostumbrar	Nada
60857	acostumbrar	Nada
37558	acostumbrar	Nada
9130	acostumbrar	Nada
47553	acostumbrar	Nada
43884	acostumbrar	Nada
61257	acostumbrar	Nada
20087	acostumbrar	Nada
46389	acostumbrar	Nada
56539	acostumbrar	Nada
26823	acostumbrar	Nada
40282	acostumbrar	Nada
23115	acostumbrar	Nada
15228	acostumbrar	Nada
20479	acostumbrar	Nada
58485	acostumbrar	Nada
4577	adaptar	Nada
28028	adaptar	Nada
59092	adaptar	Nada
74167	adaptar	Nada
27736	adaptar	Nada
22	adaptar	Nada
24338	adaptar	Nada
10126	adaptar	Nada
60665	adaptar	Nada
76915	adaptar	Nada
49732	adaptar	Nada
14517	adaptar	Nada
72447	adaptar	Nada
15991	adaptar	Nada
28924	adaptar	Nada
90636	adaptar	Nada
86564	adaptar	Nada
21921	adaptar	Nada
35875	adaptar	Nada
79444	adaptar	Nada
42788	adaptar	Nada
35354	adaptar	Nada
1591	adaptar	Nada
34897	adaptar	Nada
60584	adaptar	Nada
16570	adaptar	Nada
66478	adaptar	Nada
72633	adaptar	Nada
46249	adaptar	Nada
74161	adaptar	Nada
69825	adaptar	Nada
94101	adaptar	Nada
4311	adaptar	Nada
31104	adaptar	Nada
18871	adaptar	Nada
51742	adaptar	Nada
73091	adaptar	Nada
30757	adaptar	Nada
60969	adaptar	Nada
1134	agachar	Nada
514	agachar	Nada
4995	agachar	Nada
446	agachar	Nada
5431	agachar	Nada
2365	agachar	Nada
2918	agachar	Nada
2176	agachar	Nada
4858	agachar	Nada
286	agachar	Nada
5404	agachar	Nada
2930	agachar	Nada
2844	agachar	Nada
5607	agachar	Nada
5174	agachar	Nada
1443	agachar	Nada
4440	agachar	Nada
1368	agachar	Nada
819	agachar	Nada
1056	agachar	Nada
5595	agachar	Nada
5257	agachar	Nada
707	agachar	Nada
2694	agachar	Nada
5403	agachar	Nada
4609	agachar	Nada
2702	agachar	Nada
3569	agachar	Nada
3164	agachar	Nada
4336	agachar	Nada
619	agachar	Nada
3069	agachar	Nada
1060	agachar	Nada
5116	agachar	Nada
12224	ahogar	Nada
7704	ahogar	Nada
2689	ahogar	Nada
5206	ahogar	Nada
13668	ahogar	Nada
984	ahogar	Nada
5329	ahogar	Nada
2859	ahogar	Nada
8961	ahogar	Nada
10375	ahogar	Nada
14647	ahogar	Nada
5295	ahogar	Nada
3138	ahogar	Nada
14370	ahogar	Nada
1127	ahogar	Nada
5307	ahogar	Nada
2285	ahogar	Nada
8918	ahogar	Nada
6990	ahogar	Nada
4939	ahogar	Nada
13866	ahogar	Nada
5816	ahogar	Nada
2308	ahogar	Nada
11211	ahogar	Nada
3032	ahogar	Nada
6375	ahogar	Nada
14343	ahogar	Nada
9614	ahogar	Nada
2941	ahogar	Nada
3142	ahogar	Nada
8476	ahogar	Nada
5459	ahogar	Nada
39112	apuntar	Nada
83068	apuntar	Nada
80021	apuntar	Nada
26151	apuntar	Nada
42648	apuntar	Nada
11221	apuntar	Nada
75263	apuntar	Nada
75828	apuntar	Nada
60243	apuntar	Nada
3934	arrimar	Nada
405	arrimar	Nada
5237	arrimar	Nada
908	arrimar	Nada
3258	arrimar	Nada
4236	arrimar	Nada
167	arrimar	Nada
2025	arrimar	Nada
1902	arrimar	Nada
128	arrimar	Nada
5299	arrimar	Nada
4538	arrimar	Nada
1502	arrodillar	Nada
2234	arrodillar	Nada
2506	arrodillar	Nada
3006	arrodillar	Nada
3709	arrodillar	Nada
2357	arrodillar	Nada
3284	arrodillar	Nada
3131	arrodillar	Nada
3015	arrodillar	Nada
2697	arrodillar	Nada
2020	arrodillar	Nada
1673	arrodillar	Nada
1698	arrodillar	Nada
3690	arrodillar	Nada
807	arrodillar	Nada
3444	arrodillar	Nada
706	arrodillar	Nada
3356	arrodillar	Nada
2356	arrodillar	Nada
960	arrodillar	Nada
429	arrodillar	Nada
815	arrodillar	Nada
269	arrodillar	Nada
996	arrodillar	Nada
2825	arrodillar	Nada
985	arrodillar	Nada
2271	arrodillar	Nada
3095	arrodillar	Nada
3732	arrodillar	Nada
1008	arrodillar	Nada
2500	arrodillar	Nada
3178	arrodillar	Nada
1378	arrodillar	Nada
3107	arrodillar	Nada
3626	arrodillar	Nada
530	arrodillar	Nada
3799	arrodillar	Nada
399	arrodillar	Nada
1461	arrodillar	Nada
10598	calentar	Nada
19922	calentar	Nada
32802	calentar	Nada
5849	calentar	Nada
11343	calentar	Nada
30417	calentar	Nada
10588	calentar	Nada
25079	calentar	Nada
3159	cambiar	Nada
47725	cambiar	Nada
67931	cambiar	Nada
89244	cambiar	Nada
98586	cambiar	Nada
377	coagular	Nada
484	coagular	Nada
800	coagular	Nada
415	coagular	Nada
209	coagular	Nada
577	coagular	Nada
512	coagular	Nada
385	coagular	Nada
718	coagular	Nada
592	coagular	Nada
838	coagular	Nada
803	coagular	Nada
855	coagular	Nada
133	coagular	Nada
474	coagular	Nada
890	coagular	Nada
710	coagular	Nada
117	coagular	Nada
712	coagular	Nada
696	coagular	Nada
738	coagular	Nada
915	coagular	Nada
348	coagular	Nada
277	coagular	Nada
794	coagular	Nada
178	coagular	Nada
81	coagular	Nada
120	coagular	Nada
720	coagular	Nada
105	coagular	Nada
88	coagular	Nada
462	coagular	Nada
567	coagular	Nada
581	coagular	Nada
439	coagular	Nada
116	coagular	Nada
480	coagular	Nada
727	coagular	Nada
376	coagular	Nada
367	coagular	Nada
917	coagular	Nada
805	coagular	Nada
161	coagular	Nada
534	coagular	Nada
76	coagular	Nada
615	coagular	Nada
321	coagular	Nada
689	coagular	Nada
414	coagular	Nada
852	coagular	Nada
203	coagular	Nada
721	coagular	Nada
418	coagular	Nada
413	coagular	Nada
77	coagular	Nada
833	coagular	Nada
858	coagular	Nada
900	coagular	Nada
162	coagular	Nada
247	coagular	Nada
587	coagular	Nada
16388	cocer	Nada
7902	cocer	Nada
8120	cocer	Nada
12536	cocer	Nada
29937	cocer	Nada
21047	cocer	Nada
14666	cocer	Nada
35070	cocer	Nada
32479	cocer	Nada
3277	cocer	Nada
44532	cocer	Nada
8166	cocer	Nada
36215	cocer	Nada
11399	cocer	Nada
29823	cocer	Nada
12544	cocer	Nada
13701	cocer	Nada
41480	cocer	Nada
42184	cocer	Nada
13094	cocer	Nada
4043	cocer	Nada
20341	cocer	Nada
23074	cocer	Nada
15525	cocer	Nada
22965	cocer	Nada
45029	cocer	Nada
20978	cocer	Nada
34630	cocer	Nada
37120	cocer	Nada
8772	cocer	Nada
17906	cocer	Nada
39232	cocer	Nada
34970	cocer	Nada
42776	cocer	Nada
41370	cocer	Nada
23541	cocer	Nada
2834	cocer	Nada
34776	cocer	Nada
16260	cocer	Nada
83	cocer	Nada
26353	cocer	Nada
21947	cocer	Nada
28953	cocer	Nada
44135	cocer	Nada
12161	cocer	Nada
39209	cocer	Nada
17998	cocer	Nada
37625	cocer	Nada
16305	cocer	Nada
38948	cocer	Nada
7031	cocer	Nada
36702	cocer	Nada
8382	cocer	Nada
9084	cocer	Nada
44973	cocer	Nada
9834	cocer	Nada
36184	cocer	Nada
32944	cocer	Nada
24704	colar	Nada
18757	colar	Nada
30971	colar	Nada
29826	colar	Nada
17643	colar	Nada
8175	colar	Nada
28758	colar	Nada
24800	colar	Nada
22757	colar	Nada
24439	colar	Nada
25025	colar	Nada
20954	colar	Nada
27963	colar	Nada
90026	colocar	Nada
2565	colocar	Nada
34611	colocar	Nada
31487	colocar	Nada
64560	colocar	Nada
41011	colocar	Nada
76917	colocar	Nada
72294	colocar	Nada
22585	colocar	Nada
14725	colocar	Nada
45630	colocar	Nada
69209	colocar	Nada
64700	colocar	Nada
17537	colocar	Nada
7067	colocar	Nada
22866	colocar	Nada
63509	colocar	Nada
23541	colocar	Nada
59048	colocar	Nada
97816	colocar	Nada
47551	colocar	Nada
35953	colocar	Nada
40649	colocar	Nada
55207	conservar	Nada
83446	conservar	Nada
27400	conservar	Nada
6397	conservar	Nada
30583	conservar	Nada
11818	conservar	Nada
52785	conservar	Nada
58801	conservar	Nada
10301	conservar	Nada
45180	conservar	Nada
13966	conservar	Nada
40023	conservar	Nada
67054	conservar	Nada
5554	conservar	Nada
4975	conservar	Nada
84234	conservar	Nada
85108	conservar	Nada
7336	cortar	Nada
85589	cortar	Nada
96627	cortar	Nada
43297	cortar	Nada
25611	cortar	Nada
48831	cortar	Nada
32471	cortar	Nada
23920	cortar	Nada
25037	cortar	Nada
16314	cortar	Nada
47711	cortar	Nada
85598	cortar	Nada
12526	cortar	Nada
11135	cortar	Nada
89235	cortar	Nada
93169	cortar	Nada
58371	cortar	Nada
38239	cortar	Nada
36749	cortar	Nada
91688	cortar	Nada
49050	cortar	Nada
14472	cortar	Nada
85583	cortar	Nada
66113	cortar	Nada
5567	cortar	Nada
12761	cortar	Nada
47914	cortar	Nada
36648	cortar	Nada
36700	cortar	Nada
98558	cortar	Nada
65078	cortar	Nada
73312	cortar	Nada
48862	cortar	Nada
39154	cortar	Nada
86347	cortar	Nada
88449	cortar	Nada
89705	cortar	Nada
28463	cortar	Nada
7294	cortar	Nada
99793	cortar	Nada
81159	cortar	Nada
22567	cortar	Nada
37123	cortar	Nada
74025	cortar	Nada
12568	criar	Nada
16619	criar	Nada
17401	criar	Nada
21747	criar	Nada
5929	criar	Nada
3756	criar	Nada
12752	criar	Nada
14179	criar	Nada
9635	criar	Nada
24067	criar	Nada
6511	criar	Nada
24578	criar	Nada
24409	criar	Nada
23053	criar	Nada
8398	criar	Nada
6593	criar	Nada
14331	criar	Nada
26725	criar	Nada
18690	criar	Nada
16003	criar	Nada
26479	criar	Nada
16740	criar	Nada
23685	criar	Nada
25208	criar	Nada
4416	criar	Nada
11432	criar	Nada
21149	criar	Nada
26869	criar	Nada
9557	criar	Nada
22209	criar	Nada
20841	criar	Nada
4749	criar	Nada
21239	criar	Nada
5225	criar	Nada
14088	criar	Nada
22169	criar	Nada
1869	criar	Nada
5857	cuajar	Nada
4656	cuajar	Nada
3946	cuajar	Nada
3875	cuajar	Nada
5316	cuajar	Nada
5468	cuajar	Nada
11749	cuajar	Nada
7835	cuajar	Nada
1318	cuajar	Nada
2440	cuajar	Nada
2065	cuajar	Nada
4477	cuajar	Nada
4848	cuajar	Nada
9248	cuajar	Nada
7173	cuajar	Nada
7618	cuajar	Nada
5386	cuajar	Nada
4895	cuajar	Nada
11852	cuajar	Nada
3857	cuajar	Nada
3725	cuajar	Nada
911	cuajar	Nada
1403	cuajar	Nada
9666	cuajar	Nada
5779	cuajar	Nada
9538	cuajar	Nada
5921	cuajar	Nada
890	cuajar	Nada
1636	cuajar	Nada
475	cuajar	Nada
1477	cuajar	Nada
4959	cuajar	Nada
2646	cuajar	Nada
13510	curar	Nada
14467	curar	Nada
24988	curar	Nada
20778	curar	Nada
5612	curar	Nada
1680	curar	Nada
12017	curar	Nada
12569	curar	Nada
13751	curar	Nada
6706	curar	Nada
31430	curar	Nada
20787	curar	Nada
26775	curar	Nada
11513	curar	Nada
2033	curar	Nada
32257	curar	Nada
1373	curar	Nada
13752	curar	Nada
30453	curar	Nada
16844	curar	Nada
22047	curar	Nada
7239	curar	Nada
23465	curar	Nada
19182	curar	Nada
25777	curar	Nada
37358	curar	Nada
31916	curar	Nada
30253	curar	Nada
16089	curar	Nada
27311	curar	Nada
10132	curar	Nada
20220	curar	Nada
806	curar	Nada
11334	curar	Nada
23177	curar	Nada
93328	dar	Nada
68275	dar	Nada
99005	dar	Nada
42723	dar	Nada
76946	dar	Nada
19532	dar	Nada
52932	dar	Nada
635	dar	Nada
79715	dar	Nada
60157	dar	Nada
65309	dar	Nada
46476	dar	Nada
54288	dar	Nada
10597	dar	Nada
90569	dar	Nada
39959	dar	Nada
14929	dar	Nada
94083	dar	Nada
71935	dar	Nada
63535	dar	Nada
65016	dar	Nada
94362	dar	Nada
83417	dar	Nada
83747	defender	Nada
72184	defender	Nada
10541	defender	Nada
8435	defender	Nada
44928	defender	Nada
25250	defender	Nada
20549	defender	Nada
4897	defender	Nada
18972	defender	Nada
69959	defender	Nada
39658	desaparecer	Nada
38549	desaparecer	Nada
26504	desaparecer	Nada
57286	desaparecer	Nada
61096	desaparecer	Nada
34621	desaparecer	Nada
54559	desaparecer	Nada
9546	desaparecer	Nada
96759	desaparecer	Nada
13274	desaparecer	Nada
97041	desaparecer	Nada
4467	desaparecer	Nada
39086	desaparecer	Nada
70366	desaparecer	Nada
69351	desaparecer	Nada
26245	desaparecer	Nada
24792	desaparecer	Nada
16310	desaparecer	Nada
51704	desaparecer	Nada
2136	desaparecer	Nada
32463	desaparecer	Nada
96933	desaparecer	Nada
4613	desaparecer	Nada
33333	desaparecer	Nada
67914	desaparecer	Nada
55228	desaparecer	Nada
11482	desaparecer	Nada
13600	descansar	Nada
30199	descansar	Nada
24377	descansar	Nada
17408	descansar	Nada
46104	descansar	Nada
41065	descansar	Nada
13900	descansar	Nada
26592	descansar	Nada
6123	deshacer	Nada
25318	deshacer	Nada
9809	deshacer	Nada
26005	deshacer	Nada
7127	deshacer	Nada
6503	deshacer	Nada
16401	deshacer	Nada
5321	deshacer	Nada
27790	deshacer	Nada
14920	deshacer	Nada
6952	deshacer	Nada
76854	despertar	Nada
24134	despertar	Nada
50922	despertar	Nada
13719	despertar	Nada
17984	despertar	Nada
80173	despertar	Nada
63074	despertar	Nada
58005	despertar	Nada
25069	despertar	Nada
36568	despertar	Nada
39419	despertar	Nada
19890	despertar	Nada
74540	despertar	Nada
65349	despertar	Nada
17835	despertar	Nada
5652	despertar	Nada
43689	desplazar	Nada
57183	desplazar	Nada
74067	desplazar	Nada
41450	desplazar	Nada
32634	desplazar	Nada
71447	desplazar	Nada
1994	desplazar	Nada
8684	desplazar	Nada
83317	desplazar	Nada
49558	desplazar	Nada
47025	desplazar	Nada
31850	desplazar	Nada
25281	desplazar	Nada
25316	desplazar	Nada
58805	desplazar	Nada
48971	desplazar	Nada
47543	desplazar	Nada
63355	desplazar	Nada
87841	desplazar	Nada
74808	desplazar	Nada
74261	desplazar	Nada
55487	desplazar	Nada
37928	desplazar	Nada
633	echar a perder	Nada
1242	echar a perder	Nada
1165	echar a perder	Nada
346	echar a perder	Nada
520	echar a perder	Nada
658	echar a perder	Nada
1616	echar a perder	Nada
490	echar a perder	Nada
545	echar a perder	Nada
2144	echar a perder	Nada
860	echar a perder	Nada
1354	echar a perder	Nada
848	echar a perder	Nada
462	echar a perder	Nada
1719	echar a perder	Nada
1022	echar a perder	Nada
39590	echar	Nada
99786	echar	Nada
85954	echar	Nada
66731	echar	Nada
91057	echar	Nada
64327	echar	Nada
41789	echar	Nada
35331	echar	Nada
41820	echar	Nada
47457	echar	Nada
75168	echar	Nada
82512	echar	Nada
66418	echar	Nada
51862	echar	Nada
62636	echar	Nada
77904	echar	Nada
48782	echar	Nada
1471	emborrachar	Nada
2880	emborrachar	Nada
194	emborrachar	Nada
899	emborrachar	Nada
3760	emborrachar	Nada
1364	emborrachar	Nada
815	emborrachar	Nada
2435	emborrachar	Nada
59947	encontrar	Nada
52853	encontrar	Nada
70183	encontrar	Nada
16103	enfriar	Nada
10406	enfriar	Nada
7185	enfriar	Nada
5003	enfriar	Nada
2871	enfriar	Nada
14079	enfriar	Nada
17504	enfriar	Nada
26237	enganchar	Nada
4384	enganchar	Nada
18001	enganchar	Nada
24384	enganchar	Nada
32219	enganchar	Nada
24860	enganchar	Nada
31046	enganchar	Nada
8410	enganchar	Nada
24533	enganchar	Nada
5916	enganchar	Nada
10869	enganchar	Nada
8461	enganchar	Nada
25568	enganchar	Nada
14016	enganchar	Nada
25570	enganchar	Nada
18189	enganchar	Nada
5150	enganchar	Nada
4032	enganchar	Nada
14917	enganchar	Nada
374	enganchar	Nada
13995	enganchar	Nada
12703	enganchar	Nada
1807	enganchar	Nada
26118	enganchar	Nada
18217	enganchar	Nada
27386	enganchar	Nada
11991	enganchar	Nada
3631	enganchar	Nada
14593	enganchar	Nada
21165	enganchar	Nada
19632	enganchar	Nada
33392	enganchar	Nada
24606	enganchar	Nada
32109	enganchar	Nada
25109	enganchar	Nada
32460	enganchar	Nada
31381	enganchar	Nada
15251	enganchar	Nada
11069	enganchar	Nada
4471	enganchar	Nada
25445	enganchar	Nada
31261	enganchar	Nada
16808	enganchar	Nada
7387	enganchar	Nada
9546	enganchar	Nada
1915	enganchar	Nada
14809	enganchar	Nada
15599	enganchar	Nada
13902	engordar	Nada
4751	engordar	Nada
6760	engordar	Nada
2139	engordar	Nada
84363	enseñar	Nada
58354	enseñar	Nada
19354	enseñar	Nada
98983	enseñar	Nada
62284	enseñar	Nada
37595	enterar	Nada
49039	enterar	Nada
949	enterar	Nada
78288	enterar	Nada
293	enterar	Nada
47152	enterar	Nada
40150	enterar	Nada
45721	enterar	Nada
6595	enterar	Nada
56307	equivocar	Nada
56557	equivocar	Nada
25090	equivocar	Nada
